PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
20507906,PhenoHM: human-mouse comparative phenome-genome server,"Sardana D, Vasa S, Vepachedu N, Chen J, Gudivada RC, Aronow BJ, Jegga AG.",Nucleic Acids Res. 2010 Jul;38(Web Server issue):W165-74. doi: 10.1093/nar/gkq472. Epub 2010 May 27.,Sardana D,Nucleic Acids Res,2010,2010/05/29,PMC2896149,,10.1093/nar/gkq472
20507908,iPARTS: an improved tool of pairwise alignment of RNA tertiary structures,"Wang CW, Chen KT, Lu CL.",Nucleic Acids Res. 2010 Jul;38(Web Server issue):W340-7. doi: 10.1093/nar/gkq483. Epub 2010 May 27.,Wang CW,Nucleic Acids Res,2010,2010/05/29,PMC2896121,,10.1093/nar/gkq483
20507911,PiRaNhA: a server for the computational prediction of RNA-binding residues in protein sequences,"Murakami Y, Spriggs RV, Nakamura H, Jones S.",Nucleic Acids Res. 2010 Jul;38(Web Server issue):W412-6. doi: 10.1093/nar/gkq474. Epub 2010 May 27.,Murakami Y,Nucleic Acids Res,2010,2010/05/29,PMC2896099,,10.1093/nar/gkq474
20507913,Protein annotation and modelling servers at University College London,"Buchan DW, Ward SM, Lobley AE, Nugent TC, Bryson K, Jones DT.",Nucleic Acids Res. 2010 Jul;38(Web Server issue):W563-8. doi: 10.1093/nar/gkq427. Epub 2010 May 27.,Buchan DW,Nucleic Acids Res,2010,2010/05/29,PMC2896093,,10.1093/nar/gkq427
20507915,waviCGH: a web application for the analysis and visualization of genomic copy number alterations,"Carro A, Rico D, Rueda OM, Díaz-Uriarte R, Pisano DG.",Nucleic Acids Res. 2010 Jul;38(Web Server issue):W182-7. doi: 10.1093/nar/gkq441. Epub 2010 May 27.,Carro A,Nucleic Acids Res,2010,2010/05/29,PMC2896163,,10.1093/nar/gkq441
20507917,YLoc--an interpretable web server for predicting subcellular localization,"Briesemeister S, Rahnenführer J, Kohlbacher O.",Nucleic Acids Res. 2010 Jul;38(Web Server issue):W497-502. doi: 10.1093/nar/gkq477. Epub 2010 May 27.,Briesemeister S,Nucleic Acids Res,2010,2010/05/29,PMC2896088,,10.1093/nar/gkq477
20511590,PCFamily: a web server for searching homologous protein complexes,"Lo YS, Lin CY, Yang JM.",Nucleic Acids Res. 2010 Jul;38(Web Server issue):W516-22. doi: 10.1093/nar/gkq464. Epub 2010 May 28.,Lo YS,Nucleic Acids Res,2010,2010/06/01,PMC2896147,,10.1093/nar/gkq464
20511591,DrugScorePPI webserver: fast and accurate in silico alanine scanning for scoring protein-protein interactions,"Krüger DM, Gohlke H.",Nucleic Acids Res. 2010 Jul;38(Web Server issue):W480-6. doi: 10.1093/nar/gkq471. Epub 2010 May 28.,Krüger DM,Nucleic Acids Res,2010,2010/06/01,PMC2896140,,10.1093/nar/gkq471
20511592,TransFind--predicting transcriptional regulators for gene sets,"Kiełbasa SM, Klein H, Roider HG, Vingron M, Blüthgen N.",Nucleic Acids Res. 2010 Jul;38(Web Server issue):W275-80. doi: 10.1093/nar/gkq438. Epub 2010 May 28.,Kiełbasa SM,Nucleic Acids Res,2010,2010/06/01,PMC2896106,,10.1093/nar/gkq438
20513646,NMR Constraints Analyser: a web-server for the graphical analysis of NMR experimental constraints,"Heller DM, Giorgetti A.",Nucleic Acids Res. 2010 Jul;38(Web Server issue):W628-32. doi: 10.1093/nar/gkq484. Epub 2010 May 31.,Heller DM,Nucleic Acids Res,2010,2010/06/02,PMC2896076,,10.1093/nar/gkq484
20513647,AltAnalyze and DomainGraph: analyzing and visualizing exon expression data,"Emig D, Salomonis N, Baumbach J, Lengauer T, Conklin BR, Albrecht M.",Nucleic Acids Res. 2010 Jul;38(Web Server issue):W755-62. doi: 10.1093/nar/gkq405. Epub 2010 May 31.,Emig D,Nucleic Acids Res,2010,2010/06/02,PMC2896198,,10.1093/nar/gkq405
20513648,MARQ: an online tool to mine GEO for experiments with similar or opposite gene expression signatures,"Vazquez M, Nogales-Cadenas R, Arroyo J, Botías P, García R, Carazo JM, Tirado F, Pascual-Montano A, Carmona-Saez P.",Nucleic Acids Res. 2010 Jul;38(Web Server issue):W228-32. doi: 10.1093/nar/gkq476. Epub 2010 May 31.,Vazquez M,Nucleic Acids Res,2010,2010/06/02,PMC2896165,,10.1093/nar/gkq476
20513649,3DLigandSite: predicting ligand-binding sites using similar structures,"Wass MN, Kelley LA, Sternberg MJ.",Nucleic Acids Res. 2010 Jul;38(Web Server issue):W469-73. doi: 10.1093/nar/gkq406. Epub 2010 May 31.,Wass MN,Nucleic Acids Res,2010,2010/06/02,PMC2896164,,10.1093/nar/gkq406
20513650,Struct2Net: a web service to predict protein-protein interactions using a structure-based approach,"Singh R, Park D, Xu J, Hosur R, Berger B.",Nucleic Acids Res. 2010 Jul;38(Web Server issue):W508-15. doi: 10.1093/nar/gkq481. Epub 2010 May 31.,Singh R,Nucleic Acids Res,2010,2010/06/02,PMC2896152,,10.1093/nar/gkq481
20519200,R spider: a network-based analysis of gene lists by combining signaling and metabolic pathways from Reactome and KEGG databases,"Antonov AV, Schmidt EE, Dietmann S, Krestyaninova M, Hermjakob H.",Nucleic Acids Res. 2010 Jul;38(Web Server issue):W78-83. doi: 10.1093/nar/gkq482. Epub 2010 Jun 2.,Antonov AV,Nucleic Acids Res,2010,2010/06/04,PMC2896180,,10.1093/nar/gkq482
20519201,SiMMap: a web server for inferring site-moiety map to recognize interaction preferences between protein pockets and compound moieties,"Chen YF, Hsu KC, Lin SR, Wang WC, Huang YC, Yang JM.",Nucleic Acids Res. 2010 Jul;38(Web Server issue):W424-30. doi: 10.1093/nar/gkq480. Epub 2010 Jun 2.,Chen YF,Nucleic Acids Res,2010,2010/06/04,PMC2896162,,10.1093/nar/gkq480
20519202,PCRTiler: automated design of tiled and specific PCR primer pairs,"Gervais AL, Marques M, Gaudreau L.",Nucleic Acids Res. 2010 Jul;38(Web Server issue):W308-12. doi: 10.1093/nar/gkq485. Epub 2010 Jun 2.,Gervais AL,Nucleic Acids Res,2010,2010/06/04,PMC2896098,,10.1093/nar/gkq485
20522509,TFM-Explorer: mining cis-regulatory regions in genomes,"Tonon L, Touzet H, Varré JS.",Nucleic Acids Res. 2010 Jul;38(Web Server issue):W286-92. doi: 10.1093/nar/gkq473. Epub 2010 Jun 3.,Tonon L,Nucleic Acids Res,2010,2010/06/05,PMC2896114,,10.1093/nar/gkq473
20522510,PLAST-ncRNA: Partition function Local Alignment Search Tool for non-coding RNA sequences,"Chikkagoudar S, Livesay DR, Roshan U.",Nucleic Acids Res. 2010 Jul;38(Web Server issue):W59-63. doi: 10.1093/nar/gkq487. Epub 2010 Jun 3.,Chikkagoudar S,Nucleic Acids Res,2010,2010/06/05,PMC2896107,,10.1093/nar/gkq487
20522511,PEACE: Parallel Environment for Assembly and Clustering of Gene Expression,"Rao DM, Moler JC, Ozden M, Zhang Y, Liang C, Karro JE.",Nucleic Acids Res. 2010 Jul;38(Web Server issue):W737-42. doi: 10.1093/nar/gkq470. Epub 2010 Jun 3.,Rao DM,Nucleic Acids Res,2010,2010/06/05,PMC2896108,,10.1093/nar/gkq470
20522512,deconSTRUCT: general purpose protein database search on the substructure level,"Zhang ZH, Bharatham K, Sherman WA, Mihalek I.",Nucleic Acids Res. 2010 Jul;38(Web Server issue):W590-4. doi: 10.1093/nar/gkq489. Epub 2010 Jun 3.,Zhang ZH,Nucleic Acids Res,2010,2010/06/05,PMC2896154,,10.1093/nar/gkq489
20525782,SMOG@ctbp: simplified deployment of structure-based models in GROMACS,"Noel JK, Whitford PC, Sanbonmatsu KY, Onuchic JN.",Nucleic Acids Res. 2010 Jul;38(Web Server issue):W657-61. doi: 10.1093/nar/gkq498. Epub 2010 Jun 4.,Noel JK,Nucleic Acids Res,2010,2010/06/08,PMC2896113,,10.1093/nar/gkq498
20525783,"PUDGE: a flexible, interactive server for protein structure prediction","Norel R, Petrey D, Honig B.",Nucleic Acids Res. 2010 Jul;38(Web Server issue):W550-4. doi: 10.1093/nar/gkq475. Epub 2010 Jun 4.,Norel R,Nucleic Acids Res,2010,2010/06/08,PMC2896183,,10.1093/nar/gkq475
20525784,Serial Expression Analysis: a web tool for the analysis of serial gene expression data,"Nueda MJ, Carbonell J, Medina I, Dopazo J, Conesa A.",Nucleic Acids Res. 2010 Jul;38(Web Server issue):W239-45. doi: 10.1093/nar/gkq488. Epub 2010 Jun 4.,Nueda MJ,Nucleic Acids Res,2010,2010/06/08,PMC2896172,,10.1093/nar/gkq488
20525785,Multi-Harmony: detecting functional specificity from sequence alignment,"Brandt BW, Feenstra KA, Heringa J.",Nucleic Acids Res. 2010 Jul;38(Web Server issue):W35-40. doi: 10.1093/nar/gkq415. Epub 2010 Jun 4.,Brandt BW,Nucleic Acids Res,2010,2010/06/08,PMC2896201,,10.1093/nar/gkq415
20525787,ANCHOR: a web server and database for analysis of protein-protein interaction binding pockets for drug discovery,"Meireles LM, Dömling AS, Camacho CJ.",Nucleic Acids Res. 2010 Jul;38(Web Server issue):W407-11. doi: 10.1093/nar/gkq502. Epub 2010 Jun 4.,Meireles LM,Nucleic Acids Res,2010,2010/06/08,PMC2896143,,10.1093/nar/gkq502
20525794,MOWServ: a web client for integration of bioinformatic resources,"Ramírez S, Muñoz-Mérida A, Karlsson J, García M, Pérez-Pulido AJ, Claros MG, Trelles O.",Nucleic Acids Res. 2010 Jul;38(Web Server issue):W671-6. doi: 10.1093/nar/gkq497. Epub 2010 Jun 4.,Ramírez S,Nucleic Acids Res,2010,2010/06/08,PMC2896175,,10.1093/nar/gkq497
20529873,CLIC: clustering analysis of large microarray datasets with individual dimension-based clustering,"Yun T, Hwang T, Cha K, Yi GS.",Nucleic Acids Res. 2010 Jul;38(Web Server issue):W246-53. doi: 10.1093/nar/gkq516. Epub 2010 Jun 6.,Yun T,Nucleic Acids Res,2010,2010/06/10,PMC2896182,,10.1093/nar/gkq516
20529875,SPOT: a web-based tool for using biological databases to prioritize SNPs after a genome-wide association study,"Saccone SF, Bolze R, Thomas P, Quan J, Mehta G, Deelman E, Tischfield JA, Rice JP.",Nucleic Acids Res. 2010 Jul;38(Web Server issue):W201-9. doi: 10.1093/nar/gkq513. Epub 2010 Jun 6.,Saccone SF,Nucleic Acids Res,2010,2010/06/10,PMC2896195,,10.1093/nar/gkq513
20529877,Opal web services for biomedical applications,"Ren J, Williams N, Clementi L, Krishnan S, Li WW.",Nucleic Acids Res. 2010 Jul;38(Web Server issue):W724-31. doi: 10.1093/nar/gkq503. Epub 2010 Jun 6.,Ren J,Nucleic Acids Res,2010,2010/06/10,PMC2896135,,10.1093/nar/gkq503
20529878,SeLOX--a locus of recombination site search tool for the detection and directed evolution of site-specific recombination systems,"Surendranath V, Chusainow J, Hauber J, Buchholz F, Habermann BH.",Nucleic Acids Res. 2010 Jul;38(Web Server issue):W293-8. doi: 10.1093/nar/gkq523. Epub 2010 Jun 6.,Surendranath V,Nucleic Acids Res,2010,2010/06/10,PMC2896191,,10.1093/nar/gkq523
20529879,CCancer: a bird's eye view on gene lists reported in cancer-related studies,"Dietmann S, Lee W, Wong P, Rodchenkov I, Antonov AV.",Nucleic Acids Res. 2010 Jul;38(Web Server issue):W118-23. doi: 10.1093/nar/gkq515. Epub 2010 Jun 6.,Dietmann S,Nucleic Acids Res,2010,2010/06/10,PMC2896190,,10.1093/nar/gkq515
20529880,chipD: a web tool to design oligonucleotide probes for high-density tiling arrays,"Dufour YS, Wesenberg GE, Tritt AJ, Glasner JD, Perna NT, Mitchell JC, Donohue TJ.",Nucleic Acids Res. 2010 Jul;38(Web Server issue):W321-5. doi: 10.1093/nar/gkq517. Epub 2010 Jun 6.,Dufour YS,Nucleic Acids Res,2010,2010/06/10,PMC2896189,,10.1093/nar/gkq517
20530531,ZOOM Lite: next-generation sequencing data mapping and visualization software,"Zhang Z, Lin H, Ma B.",Nucleic Acids Res. 2010 Jul;38(Web Server issue):W743-8. doi: 10.1093/nar/gkq538. Epub 2010 Jun 8.,Zhang Z,Nucleic Acids Res,2010,2010/06/10,PMC2896157,,10.1093/nar/gkq538
20530534,DBCP: a web server for disulfide bonding connectivity pattern prediction without the prior knowledge of the bonding state of cysteines,"Lin HH, Tseng LY.",Nucleic Acids Res. 2010 Jul;38(Web Server issue):W503-7. doi: 10.1093/nar/gkq514. Epub 2010 Jun 8.,Lin HH,Nucleic Acids Res,2010,2010/06/10,PMC2896133,,10.1093/nar/gkq514
20538651,"SoRT2: a tool for sorting genomes and reconstructing phylogenetic trees by reversals, generalized transpositions and translocations","Huang YL, Huang CC, Tang CY, Lu CL.",Nucleic Acids Res. 2010 Jul;38(Web Server issue):W221-7. doi: 10.1093/nar/gkq520. Epub 2010 Jun 10.,Huang YL,Nucleic Acids Res,2010,2010/06/12,PMC2896082,,10.1093/nar/gkq520
20538652,PINT: Pathways INtegration Tool,"Wang YT, Huang YH, Chen YC, Hsu CL, Yang UC.",Nucleic Acids Res. 2010 Jul;38(Web Server issue):W124-31. doi: 10.1093/nar/gkq499. Epub 2010 Jun 10.,Wang YT,Nucleic Acids Res,2010,2010/06/12,PMC2896112,,10.1093/nar/gkq499
20538653,ProteinDBS v2.0: a web server for global and local protein structure search,"Shyu CR, Pang B, Chi PH, Zhao N, Korkin D, Xu D.",Nucleic Acids Res. 2010 Jul;38(Web Server issue):W53-8. doi: 10.1093/nar/gkq522. Epub 2010 Jun 10.,Shyu CR,Nucleic Acids Res,2010,2010/06/12,PMC2896110,,10.1093/nar/gkq522
20542909,CPHmodels-3.0--remote homology modeling using structure-guided sequence profiles,"Nielsen M, Lundegaard C, Lund O, Petersen TN.",Nucleic Acids Res. 2010 Jul;38(Web Server issue):W576-81. doi: 10.1093/nar/gkq535. Epub 2010 Jun 11.,Nielsen M,Nucleic Acids Res,2010,2010/06/15,PMC2896139,,10.1093/nar/gkq535
20542910,RegPredict: an integrated system for regulon inference in prokaryotes by comparative genomics approach,"Novichkov PS, Rodionov DA, Stavrovskaya ED, Novichkova ES, Kazakov AE, Gelfand MS, Arkin AP, Mironov AA, Dubchak I.",Nucleic Acids Res. 2010 Jul;38(Web Server issue):W299-307. doi: 10.1093/nar/gkq531. Epub 2010 Jun 11.,Novichkov PS,Nucleic Acids Res,2010,2010/06/15,PMC2896116,,10.1093/nar/gkq531
20542911,ParticleStats: open source software for the analysis of particle motility and cytoskeletal polarity,"Hamilton RS, Parton RM, Oliveira RA, Vendra G, Ball G, Nasmyth K, Davis I.",Nucleic Acids Res. 2010 Jul;38(Web Server issue):W641-6. doi: 10.1093/nar/gkq542. Epub 2010 Jun 11.,Hamilton RS,Nucleic Acids Res,2010,2010/06/15,PMC2896115,,10.1093/nar/gkq542
20542913,MuD: an interactive web server for the prediction of non-neutral substitutions using protein structural data,"Wainreb G, Ashkenazy H, Bromberg Y, Starovolsky-Shitrit A, Haliloglu T, Ruppin E, Avraham KB, Rost B, Ben-Tal N.",Nucleic Acids Res. 2010 Jul;38(Web Server issue):W523-8. doi: 10.1093/nar/gkq528. Epub 2010 Jun 11.,Wainreb G,Nucleic Acids Res,2010,2010/06/15,PMC2896130,,10.1093/nar/gkq528
20542915,ICM Web: the interactive chromatin modeling web server,"Stolz RC, Bishop TC.",Nucleic Acids Res. 2010 Jul;38(Web Server issue):W254-61. doi: 10.1093/nar/gkq496. Epub 2010 Jun 11.,Stolz RC,Nucleic Acids Res,2010,2010/06/15,PMC2896153,,10.1093/nar/gkq496
20551130,rQuant.web: a tool for RNA-Seq-based transcript quantitation,"Bohnert R, Rätsch G.",Nucleic Acids Res. 2010 Jul;38(Web Server issue):W348-51. doi: 10.1093/nar/gkq448. Epub 2010 Jun 15.,Bohnert R,Nucleic Acids Res,2010,2010/06/17,PMC2896134,,10.1093/nar/gkq448
20576702,BSQA: integrated text mining using entity relation semantics extracted from biological literature of insects,"He X, Li Y, Khetani R, Sanders B, Lu Y, Ling X, Zhai C, Schatz B.",Nucleic Acids Res. 2010 Jul;38(Web Server issue):W175-81. doi: 10.1093/nar/gkq544.,He X,Nucleic Acids Res,2010,2010/06/26,PMC2896161,,10.1093/nar/gkq544
20576703,The GeneMANIA prediction server: biological network integration for gene prioritization and predicting gene function,"Warde-Farley D, Donaldson SL, Comes O, Zuberi K, Badrawi R, Chao P, Franz M, Grouios C, Kazi F, Lopes CT, Maitland A, Mostafavi S, Montojo J, Shao Q, Wright G, Bader GD, Morris Q.",Nucleic Acids Res. 2010 Jul;38(Web Server issue):W214-20. doi: 10.1093/nar/gkq537.,Warde-Farley D,Nucleic Acids Res,2010,2010/06/26,PMC2896186,,10.1093/nar/gkq537
21459847,"The IntFOLD server: an integrated web resource for protein fold recognition, 3D model quality assessment, intrinsic disorder prediction, domain prediction and ligand binding site prediction","Roche DB, Buenavista MT, Tetchner SJ, McGuffin LJ.",Nucleic Acids Res. 2011 Jul;39(Web Server issue):W171-6. doi: 10.1093/nar/gkr184. Epub 2011 Mar 31.,Roche DB,Nucleic Acids Res,2011,2011/04/05,PMC3125722,,10.1093/nar/gkr184
21470960,Interactive Tree Of Life v2: online annotation and display of phylogenetic trees made easy,"Letunic I, Bork P.",Nucleic Acids Res. 2011 Jul;39(Web Server issue):W475-8. doi: 10.1093/nar/gkr201. Epub 2011 Apr 5.,Letunic I,Nucleic Acids Res,2011,2011/04/08,PMC3125724,,10.1093/nar/gkr201
21478166,The RNAmute web server for the mutational analysis of RNA secondary structures,"Churkin A, Gabdank I, Barash D.",Nucleic Acids Res. 2011 Jul;39(Web Server issue):W92-9. doi: 10.1093/nar/gkr207. Epub 2011 Apr 7.,Churkin A,Nucleic Acids Res,2011,2011/04/12,PMC3125725,,10.1093/nar/gkr207
21486753,The University of Minnesota Pathway Prediction System: multi-level prediction and visualization,"Gao J, Ellis LB, Wackett LP.",Nucleic Acids Res. 2011 Jul;39(Web Server issue):W406-11. doi: 10.1093/nar/gkr200. Epub 2011 Apr 12.,Gao J,Nucleic Acids Res,2011,2011/04/14,PMC3125723,,10.1093/nar/gkr200
21515631,miRanalyzer: an update on the detection and analysis of microRNAs in high-throughput sequencing experiments,"Hackenberg M, Rodríguez-Ezpeleta N, Aransay AM.",Nucleic Acids Res. 2011 Jul;39(Web Server issue):W132-8. doi: 10.1093/nar/gkr247. Epub 2011 Apr 22.,Hackenberg M,Nucleic Acids Res,2011,2011/04/26,PMC3125730,,10.1093/nar/gkr247
21515632,PicXAA-Web: a web-based platform for non-progressive maximum expected accuracy alignment of multiple biological sequences,"Sahraeian SM, Yoon BJ.",Nucleic Acids Res. 2011 Jul;39(Web Server issue):W8-12. doi: 10.1093/nar/gkr244. Epub 2011 Apr 22.,Sahraeian SM,Nucleic Acids Res,2011,2011/04/26,PMC3125727,,10.1093/nar/gkr244
21515634,"WebFR3D--a server for finding, aligning and analyzing recurrent RNA 3D motifs","Petrov AI, Zirbel CL, Leontis NB.",Nucleic Acids Res. 2011 Jul;39(Web Server issue):W50-5. doi: 10.1093/nar/gkr249. Epub 2011 Apr 22.,Petrov AI,Nucleic Acids Res,2011,2011/04/26,PMC3125732,,10.1093/nar/gkr249
21531699,PhyleasProg: a user-oriented web server for wide evolutionary analyses,"Busset J, Cabau C, Meslin C, Pascal G.",Nucleic Acids Res. 2011 Jul;39(Web Server issue):W479-85. doi: 10.1093/nar/gkr243. Epub 2011 Apr 29.,Busset J,Nucleic Acids Res,2011,2011/05/03,PMC3125726,,10.1093/nar/gkr243
21543452,MemPype: a pipeline for the annotation of eukaryotic membrane proteins,"Pierleoni A, Indio V, Savojardo C, Fariselli P, Martelli PL, Casadio R.",Nucleic Acids Res. 2011 Jul;39(Web Server issue):W375-80. doi: 10.1093/nar/gkr282. Epub 2011 May 4.,Pierleoni A,Nucleic Acids Res,2011,2011/05/06,PMC3125734,,10.1093/nar/gkr282
21546551,iPath2.0: interactive pathway explorer,"Yamada T, Letunic I, Okuda S, Kanehisa M, Bork P.",Nucleic Acids Res. 2011 Jul;39(Web Server issue):W412-5. doi: 10.1093/nar/gkr313. Epub 2011 May 5.,Yamada T,Nucleic Acids Res,2011,2011/05/07,PMC3125749,,10.1093/nar/gkr313
21546552,The BioExtract Server: a web-based bioinformatic workflow platform,"Lushbough CM, Jennewein DM, Brendel VP.",Nucleic Acids Res. 2011 Jul;39(Web Server issue):W528-32. doi: 10.1093/nar/gkr286. Epub 2011 May 5.,Lushbough CM,Nucleic Acids Res,2011,2011/05/07,PMC3125737,,10.1093/nar/gkr286
21551220,DIANA-microT Web server upgrade supports Fly and Worm miRNA target prediction and bibliographic miRNA to disease association,"Maragkakis M, Vergoulis T, Alexiou P, Reczko M, Plomaritou K, Gousis M, Kourtis K, Koziris N, Dalamagas T, Hatzigeorgiou AG.",Nucleic Acids Res. 2011 Jul;39(Web Server issue):W145-8. doi: 10.1093/nar/gkr294. Epub 2011 May 6.,Maragkakis M,Nucleic Acids Res,2011,2011/05/10,PMC3125744,,10.1093/nar/gkr294
21558170,NRPSpredictor2--a web server for predicting NRPS adenylation domain specificity,"Röttig M, Medema MH, Blin K, Weber T, Rausch C, Kohlbacher O.",Nucleic Acids Res. 2011 Jul;39(Web Server issue):W362-7. doi: 10.1093/nar/gkr323. Epub 2011 May 9.,Röttig M,Nucleic Acids Res,2011,2011/05/12,PMC3125756,,10.1093/nar/gkr323
21558174,T-Coffee: a web server for the multiple sequence alignment of protein and RNA sequences using structural information and homology extension,"Di Tommaso P, Moretti S, Xenarios I, Orobitg M, Montanyola A, Chang JM, Taly JF, Notredame C.",Nucleic Acids Res. 2011 Jul;39(Web Server issue):W13-7. doi: 10.1093/nar/gkr245. Epub 2011 May 9.,Di Tommaso P,Nucleic Acids Res,2011,2011/05/12,PMC3125728,,10.1093/nar/gkr245
21558175,BeeSpace Navigator: exploratory analysis of gene function using semantic indexing of biological literature,"Sen Sarma M, Arcoleo D, Khetani RS, Chee B, Ling X, He X, Jiang J, Mei Q, Zhai C, Schatz B.",Nucleic Acids Res. 2011 Jul;39(Web Server issue):W462-9. doi: 10.1093/nar/gkr285. Epub 2011 May 9.,Sen Sarma M,Nucleic Acids Res,2011,2011/05/12,PMC3125736,,10.1093/nar/gkr285
21558322,DRAR-CPI: a server for identifying drug repositioning potential and adverse drug reactions via the chemical-protein interactome,"Luo H, Chen J, Shi L, Mikailov M, Zhu H, Wang K, He L, Yang L.",Nucleic Acids Res. 2011 Jul;39(Web Server issue):W492-8. doi: 10.1093/nar/gkr299. Epub 2011 May 10.,Luo H,Nucleic Acids Res,2011,2011/05/12,PMC3125745,,10.1093/nar/gkr299
21558323,"CURVES+ web server for analyzing and visualizing the helical, backbone and groove parameters of nucleic acid structures","Blanchet C, Pasi M, Zakrzewska K, Lavery R.",Nucleic Acids Res. 2011 Jul;39(Web Server issue):W68-73. doi: 10.1093/nar/gkr316. Epub 2011 May 10.,Blanchet C,Nucleic Acids Res,2011,2011/05/12,PMC3125750,,10.1093/nar/gkr316
